;caption;rating;timestamp
70;So disclaimer I am vegetarian and not a connoisseur of burgers. With that said I visited them on a Saturday noon, place was pretty empty and not much was going around probably because of sun raining hell that day. I ordered an avocado …;5.0;2022-11-29 20:28:40.802472
71;Trashiges Interieur trifft auf crazy lecker thing called Burger. Erst waren wir etwas irritiert, aber die Mitarbeiter waren sehr nett und das Essen lecker. Bitte lest dringend die Geschichte auf der Speisekarte, diese ist …;5.0;2022-11-29 20:28:40.802511
72;;4.0;2022-10-30 20:28:40.802518
73;;5.0;2022-10-30 20:28:40.802525
74;Sehr lecker 🤤 und guter Preis 🥇  (Translated by Google) Very tasty 🤤 and good price 🥇 …;5.0;2022-10-30 20:28:40.802531
75;Ich finde es nach wie vor einen der besten Burger places in town und Umgebung 🍔👌 …;5.0;2022-10-30 20:28:40.802537
76;;5.0;2022-10-30 20:28:40.802543
77;Very good !! Best burger I’ve ever tasted 😊 …;5.0;2022-10-30 20:28:40.802550
78;(Translated by Google) Fantastic burger in the heart of Düsseldorf. Recommended 👍🏻 …;5.0;2022-10-30 20:28:40.802557
79;;5.0;2022-10-30 20:28:40.802563
80;Burger waren oke aber Nachos waren  einfach von 2 euro tüte  (Translated by Google) …;3.0;2022-10-30 20:28:46.198755
81;;5.0;2022-10-30 20:28:46.198811
82;;5.0;2022-10-30 20:28:46.198819
83;(Translated by Google) Tasty  (Original) لذيذ;5.0;2022-10-30 20:28:46.198826
84;(Translated by Google) Delicious sandwiches, nothing too amazing. Average prices. Nice decor and polite service. …;4.0;2022-10-30 20:28:46.198833
85;;3.0;2022-10-30 20:28:46.198840
86;;5.0;2022-10-30 20:28:46.198846
87;Sehr leckere Burger, gute Portion mit Pommes und Getränk als Lunch Menü. Hier wird definitiv jeder fündig ob groß oder klein 😊 Preis /Leistungsverhältnis stimmt und das Personal sehr freundlich kann ich definitiv empfehlen …;5.0;2022-10-30 20:28:46.198853
88;;5.0;2022-10-30 20:28:46.198860
89;No more than a nice vegan meal and a good fries;3.0;2022-09-30 20:28:46.198867
90;Super Burger!;5.0;2022-09-30 20:28:56.181197
91;Speisekarte zu unübersichtlich. Burger wurde ohne Gurken bestellt, kam trotzdem mit. Fleisch enthielt mehrere Knorpel, da vergeht einem der Appetit. Burger alles in allem auch eher langweilig im Geschmack, sehr wenig Soße (die an sich auch …;1.0;2022-09-30 20:28:56.181255
92;Super super super lecker!! Leider recht teuer aber sehr einzigartig und unglaublich gut! Eine riesige Auswahl an Burgern. Oh je... da werde ich noch eine Menge Geld lassen... …;5.0;2022-09-30 20:28:56.181263
93;;4.0;2022-09-30 20:28:56.181271
94;;1.0;2022-09-30 20:28:56.181278
95;Awesome burgers and great Vegan menus! The atmosphere is cool and the staff are also pretty attentive and speak good English.;5.0;2022-09-30 20:28:56.181285
96;;5.0;2022-09-30 20:28:56.181292
97;;5.0;2022-09-30 20:28:56.181299
98;;4.0;2022-09-30 20:28:56.181306
99;Gute Vegane Burger. Die Vegane Mayo ist der Hammer!  (Translated by Google) …;5.0;2022-09-30 20:28:56.181313
100;Der vegane Burger mit dem Beyond Meat ist pervers gut!!!  (Translated by Google) …;5.0;2022-09-30 20:28:56.181320
101;Gute Burger, aber jetzt auch nichts vom anderen Stern. Schwierige Auswahl: lange Karte mit langen Beschreibungen. …;4.0;2022-09-30 20:28:56.181327
102;;5.0;2022-08-31 20:28:56.181334
103;Taste was really nice;5.0;2022-08-31 20:28:56.181341
104;Ein toller Burgerladen, viele ausgefallene Kreationen. Hier ist definitiv für alle was dabei, auch vegetarisch und vegan findet man auf der Karte. …;4.0;2022-08-31 20:28:56.181348
105;Crazy Diner! Loved the variation of Burgers and the way you can choose them. Atmosphere was great. Can recommend it to every burger lover. Just ask for the very hot sauce! its a killer ☺️;5.0;2022-08-31 20:28:56.181356
106;best hamburger in the world 😍😍 …;5.0;2022-08-31 20:28:56.181363
107;Super Auswahl , da man den Burger 🍔 mit beyond meat, vegan, Hähnchen oder Rind bestellen kann. Schnecken tut es meistens immer wunderbar , nur schwankt es bisschen je nach dem …;4.0;2022-08-31 20:28:56.181370
108;;5.0;2022-08-31 20:28:56.181378
109;Einfach gelungen . Von Bestellung die sehr schnell aufgenommen worden ist . Vom Essen selbst  einfach guter Geschmack, hatte einen Cheeseburger , Fleisch , Zutaten die drauf waren Ketchup, Mayo ( sehr lecker) Schmorzwiebeln Käse einfach …;5.0;2022-08-31 20:28:56.181386
110;Für Veganer ein super leckerer Burgerladen ☺️  (Translated by Google) …;4.0;2022-08-31 20:29:02.311478
111;;5.0;2022-08-31 20:29:02.311520
112;;4.0;2022-08-31 20:29:02.311529
113;;3.0;2022-08-31 20:29:02.311538
114;Sehr unfreundlich und kein guter Service!  (Translated by Google) Very rude and not good service!;1.0;2022-08-31 20:29:02.311546
115;(Translated by Google) Wow delicious burgers  (Original) Оооочень вкусные бургеры;5.0;2022-08-31 20:29:02.311554
116;Great food, kind waitresses, funny decorations and menu;5.0;2022-08-31 20:29:02.311563
117;;5.0;2022-08-31 20:29:02.311571
118;"Hatte ich mich drauf gefreut. Trotz beinahe leerem Ladenlokal war man dann allerdings nicht in der Lage, mir einen Tisch mit Steckdose (zum Aufladen des Handys) anzubieten. Am Ende mit leicht gereizter Stimmung (""Sie sehen doch, dass alle …";1.0;2022-08-31 20:29:02.311579
119;Super leckere Burger und sehr schnelle Bedienung. Die Karte bietet eine gute Auswahl, hier wird jeder Burgerliebhaber auf seine Kosten kommen. Die Preise sind angemessen. …;5.0;2022-08-31 20:29:02.311587
120;Der Bürger Laden richt sehr kommisch ... Der Bürger ist ...🤢🤢  (Translated by Google) …;1.0;2022-08-31 20:29:07.760575
121;;5.0;2022-08-31 20:29:07.760637
122;;4.0;2022-08-31 20:29:07.760647
123;Super Service, super Essen, prima Preise. Alles bestens.  (Translated by Google) …;5.0;2022-08-31 20:29:07.760656
124;Kult!  (Translated by Google) Cult!;5.0;2022-08-31 20:29:07.760665
125;(Translated by Google) Good food good value for money and chill service  (Original) …;5.0;2022-08-31 20:29:07.760673
126;Sehr leckere Burger!! Alles frisch.  Tolles Ambiente.  (Translated by Google) …;5.0;2022-08-01 20:29:07.760682
127;Extrem leckere Burger! Sehr freundliches Personal!  (Translated by Google) …;5.0;2022-08-01 20:29:07.760691
128;Space Burger 🍔 Alles frisch und selbstgemacht. Immer voll, sehr gut besuchtes Restaurant besonders am Wochenende, etwas längere …;4.0;2022-08-01 20:29:07.760700
129;Der Laden ist wirklich nicht weiter zu empfehlen!!!  (Translated by Google) I can't really recommend this store!;1.0;2022-08-01 20:29:07.760711
130;;1.0;2022-08-01 20:29:13.093075
131;;1.0;2022-08-01 20:29:13.093132
132;;1.0;2022-08-01 20:29:13.093142
133;;1.0;2022-08-01 20:29:13.093151
134;;1.0;2022-08-01 20:29:13.093160
135;"Burger etwas trocken, Hommade tea ohne Eis...... 3 mal falsche Bestellung bekommen. Die Kellnerin war die einzige die wusste wie man in der Gastronomie arbeitet und war sehr freundlich. Die männlichen ""Kellner"" scheinen lustlos zu sein..... …";2.0;2022-08-01 20:29:13.093170
136;;4.0;2022-08-01 20:29:13.093179
137;Sehr gutes Essen, nette location. Der Service könntest etwas aufmerksamer bzgl. weiterer Getränkenestllungen sein, war aber okay …;4.0;2022-08-01 20:29:13.093188
138;Very cool Burger Restaurant with loads of choices. Almost every Burger can be switched to a Vegetarian or Vegan version. The restaurant is interestingly decorated, which I like a lot. …;5.0;2022-08-01 20:29:13.093197
139;They do make great burgers, but the staff is unbelievably lazy;4.0;2022-08-01 20:29:13.093207
140;;4.0;2022-08-01 20:29:18.301884
141;Leckere Burger. Freundliches Personal. Es wirkt etwas chaotisch, aber das ist vernachlässigbar. Kommen gerne wieder😊 …;5.0;2022-08-01 20:29:18.301942
142;Einer der ersten (wenn nicht sogar DAS erste) Burger Restaurants in Düsseldorf. Super ausgefallenes Interieur mit sehr guten einem sehr guten Hamburger-Sortiment! …;4.0;2022-08-01 20:29:18.301953
143;;5.0;2022-08-01 20:29:18.301963
144;Loved their menu;5.0;2022-08-01 20:29:18.301973
145;;5.0;2022-08-01 20:29:18.301983
146;Super leckerer Burger, hatte die Beef Variante (gibt aber auch Chicken und Veggie) des K.O. Burgers in der zweiten Schärfe Stufe. Lässt sich auf jeden Fall gut essen würde beim nächsten mal vielleicht noch ne …;5.0;2022-08-01 20:29:18.301992
147;;4.0;2022-08-01 20:29:18.302002
148;;5.0;2022-08-01 20:29:18.302012
149;Sehr sauberes Burgerrestaurant. Nette Bedienung, angenehme Atmosphäre und viele leckere Burger. Was will man mehr. Ich gehe hier gerne hin. …;5.0;2022-08-01 20:29:18.302023
150;Richtig guter Burger ! Danke 😍  (Translated by Google) Really good burger! Thank you 😍 …;5.0;2022-07-02 20:29:23.552788
151;;4.0;2022-07-02 20:29:23.552838
152;;5.0;2022-07-02 20:29:23.552849
153;Der Burger und die Pommes waren lecker. Bis zu diesem Punkt hätte ich das Restaurant jedem weiterempfohlen. Der Burger von meinem Freund war jedoch nicht gut. Er hatte eine Rohe Avocado …;1.0;2022-07-02 20:29:23.552859
154;;3.0;2022-07-02 20:29:23.552870
155;Immer lecker dort  (Translated by Google) Always delicious there;5.0;2022-07-02 20:29:23.552880
156;Sehr leckere und große Burger! Der Eistee ist zu empfehlen - nicht zu süß! Ich hatte Burger Nr. 11, war wirklich sehr gut. Macht satt, man kann sich nicht beklagen. Service schnell und gut, zur Zeit leider keine EC-Zahlung. …;4.0;2022-07-02 20:29:23.552890
157;;5.0;2022-07-02 20:29:23.552901
158;Leckere Burger und vor allem nettes Personal. Hier komme ich gerne wieder hin.  Wir waren schon wieder hier und wieder sehr lecker 😋 …;5.0;2022-07-02 20:29:23.552911
159;Had a table outside, our waiter was very friendly and attentive, we got a water bowl for our dog and the food was excellent! Loved the unique concept - Overall great experience 10/10!;5.0;2022-07-02 20:29:23.552922
160;OK, cool. Lieferzeiten zwischen 60 und 90 Minuten am frühen Sonntag Nachmittag scheinen hier völlig normal zu sein. …;2.0;2022-07-02 20:29:28.821380
161;;5.0;2022-07-02 20:29:28.821438
162;Burger und Pommes vom feinsten. Cooles Ambiente. Bedienung war fix und freundlich. …;5.0;2022-07-02 20:29:28.821452
163;;5.0;2022-07-02 20:29:28.821462
164;A lot of different burger options. They are okey. You can't pay with credit card.;3.0;2022-06-02 20:29:28.821473
165;;4.0;2022-06-02 20:29:28.821485
166;(Translated by Google) Have to wait a very long time! Up to 45 minutes for a burger I thought this was really long. My burgers had been attacked on the outside and inside I was in mourning!! It was busy but still .... heavy on my stomach …;3.0;2022-06-02 20:29:28.821496
167;Einfach super. Bin zum zweiten Mal anlässlich des Japan-Tags hier gewesen und ich kann es nur empfehlen 😋 …;5.0;2022-06-02 20:29:28.821507
168;Große Auswahl an leckeren Burgern, die meisten auch vegan erhältlich. Ebenfalls selbstgemachte Shakes und Limonaden, die auch zu empfehlen sind. …;5.0;2022-06-02 20:29:28.821518
169;;5.0;2022-06-02 20:29:28.821529
170;Wirklich sehr leckere Burger. Ist nur zum empfehlen!  (Translated by Google) …;5.0;2022-06-02 20:29:34.440997
171;Netter kleiner Laden, die Burger waren lecker  (Translated by Google) …;4.0;2022-06-02 20:29:34.441049
172;Die Burger sind hier vom allerfeinsten! Tolle Variationen, frische Zutaten, bestes Beef und  sehr leckere Pommes und Saucen. Außerdem tolle Drinks und Iceteas. Absolute Empfehlung.👍🏻 …;5.0;2022-06-02 20:29:34.441062
173;Große Auswahl an Burgern und Getränken.  (Translated by Google) Large selection of burgers and drinks.;4.0;2022-06-02 20:29:34.441074
174;Der erste Eindruck beim Blick auf die Speisekarte war positiv. Die Burger sind ziemlich kreativ und außergewöhnlich. Geschmacklich war es dann aber eher eine Enttäuschung. Mag auch an der konkreten Burgerwahl gelegen haben. …;3.0;2022-06-02 20:29:34.441086
175;;5.0;2022-06-02 20:29:34.441098
176;;4.0;2022-06-02 20:29:34.441110
177;Sehr schönes Ambiente, freundliche Bedienung und gutes Essen für einen fairen Preis. …;4.0;2022-06-02 20:29:34.441121
178;Sehr gutes Preis Leistungsverhältnis! 11,90 für Buegermenu inkl. Pommes und hausgemachter Limonade. Der Burger schmeckt sehr gut, wenn auch nicht absolute Oberklasse. Die Portion Pommes ist nicht die größte, aber die perfekte Menge um satt …;4.0;2022-06-02 20:29:34.441133
179;(Translated by Google) Norm burgers, not a masterpiece, but it will fill your belly! …;5.0;2022-06-02 20:29:34.441145
180;Immer wieder richtig gut  (Translated by Google) Always really good;5.0;2022-06-02 20:29:40.070441
181;;5.0;2022-06-02 20:29:40.070500
182;Bester Laden in Düsseldorf. Ein wenig mehr Soße auf dem Burger wäre top!!!  (Translated by Google) …;4.0;2022-06-02 20:29:40.070513
183;Der Bedienung war ihr Smartphone wichtiger als die Kunden. Es dauerte lange, bis die Bestellung kam. …;4.0;2022-06-02 20:29:40.070525
184;;3.0;2022-05-03 20:29:40.070537
185;best burgerrrss ever!! and everything else was really nice to (service and stuff) …;5.0;2022-05-03 20:29:40.070549
186;Burger sind eigentlich nicht so mein Ding. Aber was ich da bekommen habe, war wirklich hervorragend. Kein Vergleich zu den üblichen Burgerbuden. Mein Kompliment an die Küche und an den Service. …;5.0;2022-05-03 20:29:40.070561
187;Hat zwar geschmeckt aber ich habe eine Schnecke in nem Burger gesehen und dass geht überhaupt nicht ! Mir war übel als ich die Nacktschnecke über dem Teller kriechen gesehen habe. Da …;1.0;2022-05-03 20:29:40.070574
188;Nach langer langer Pause waren wir heute mal wieder im Space Burger in der Altstadt - Und um es vorweg zu nehmen: Wir fanden es richtig gut. Die selbstgemachte Limo, die Country Pommes und die Chili Mayo boten dann schon einen guten …;5.0;2022-05-03 20:29:40.070586
189;Mit großer Sicherheit die besten Burger in Düsseldorf!  (Translated by Google) …;5.0;2022-05-03 20:29:40.070598
190;;5.0;2022-05-03 20:29:45.940314
191;"Da Geschmäcker verschieden sind kann ich für mich persönlich sagen das es einer der besten Burgerläden ist... es schmeckt nicht nach ""Industriestandart"" wie bei den ganzen anderen Ketten... …";5.0;2022-05-03 20:29:45.940369
192;Hier haben die Bürger sehr gut geschmeckt und das Personal ist sehr freundlich und nett !!!! Außerdem war das Personal sehr schnell …;5.0;2022-05-03 20:29:45.940382
193;Leckere Burger und nettes Personal. Preis ist normal.  (Translated by Google) …;5.0;2022-05-03 20:29:45.940395
194;;4.0;2022-05-03 20:29:45.940408
195;Burger wie immer lecker aber es dauerte fast 20min bis die Bestellung aufgenommen wurde und dann nach ca. 10min kam die Bedienung und fragte erneut nach der Bestellung da es Probleme mit dem bon gab. Nach dem Essen wurde man auch nicht …;2.0;2022-05-03 20:29:45.940420
196;Immer lecker. Entspanntes und freundliches Personal. Riesengroße Burger. Leckere und einfallsreiche Pommes als Beilage. Interessante Lokalität …;5.0;2022-05-03 20:29:45.940433
197;;5.0;2022-05-03 20:29:45.940445
198;Bester Burger den ich bisher gegessen habe!  (Translated by Google) Best burger I've eaten so far!;5.0;2022-05-03 20:29:45.940458
199;Amazing burgers and beer ❤️;5.0;2022-05-03 20:29:45.940471
200;Einen super Burger hatte ich. Interessanter Laden. Echt verrückt. Haben uns wohl gefühlt. Für Geld ein wenig mehr auf dem Teller und ich hätte gern die fünf Sterne gegeben …;4.0;2022-05-03 20:29:51.465320
201;;5.0;2022-04-03 20:29:51.465382
202;;5.0;2022-04-03 20:29:51.465396
203;Sehr leckerer Burger, große Auswahl an vegetarischen und veganen Optionen. Essen kam schnell und die Bedienung war freundlich. …;5.0;2022-04-03 20:29:51.465410
204;;5.0;2022-04-03 20:29:51.465423
205;Exquisite, creative and very nerdy 🥰 …;5.0;2022-04-03 20:29:51.465436
206;Klasse wie immer !  (Translated by Google) Great as always!;5.0;2022-04-03 20:29:51.465449
207;"In germany we say ""Wallah der Burger hat nicht geschmeckt""  (Translated by Google) …";1.0;2022-04-03 20:29:51.465462
208;Die Burger sind super lecker und landen bei mir auf dem zweiten Platz meiner persönlichem Burgerfavoritenliste. Haben den Neufundländer probiert und waren begeistert …;4.0;2022-02-27 20:29:51.465476
209;;5.0;2022-02-27 20:29:51.465489
210;;5.0;2022-02-27 20:29:57.070070
211;Unter der Woche kann man hier super lecker essen und auch noch ein, zwei Getränke zu sich nehmen! …;5.0;2022-02-27 20:29:57.070129
212;Cooler Burgerladen mit Witz und Charme und sehr netter Bedienung.  Gute Burger zu fairen Preisen. …;5.0;2022-02-27 20:29:57.070144
213;An sich ein gemütlicher Laden, das Personal war auch nett. Die Burger sind ihren Preis jedoch definitiv nicht wert. Die sehen extrem unappetitlich aus und die Avocado war vergammelt. Ich hatte einen Beyond Meat Burger - da kann man ja nicht …;2.0;2022-02-27 20:29:57.070157
214;Nice burgers with vegetarian and vegans options. Toilets are on the same floor;5.0;2022-02-27 20:29:57.070171
215;Empfinde nur Liebe für dieses Restaurant.  (Translated by Google) Feel only love for this restaurant.;5.0;2022-02-27 20:29:57.070185
216;Bedienung sehr freundlich. Deko sehr ansprechend. Essen für jeden etwas dabei. …;5.0;2022-02-27 20:29:57.070198
217;;5.0;2022-02-27 20:29:57.070212
218;Alles perfekt, vor allem Veganer tauglich  (Translated by Google) …;5.0;2022-02-27 20:29:57.070226
219;Sehr lecker und dafür preiswert  (Translated by Google) Very tasty and cheap;5.0;2022-02-27 20:29:57.070240
220;;5.0;2022-02-27 20:30:02.891798
221;Sehr nettes Personal, die Burger waren echt megalecker. Wir werden definitiv wiederkommen. …;5.0;2022-02-27 20:30:02.891859
222;Leider keine Kartenzahlung Möglichkeit  (Translated by Google) Unfortunately no card payment option;5.0;2022-02-27 20:30:02.891874
223;Burger in allen Varianten mit Fleisch, Veggi, Vegan etc. Patty. War für alle etwas dabei 👏👍 …;5.0;2022-02-27 20:30:02.891888
224;;5.0;2022-02-27 20:30:02.891902
225;Haben spät an einem Samstagabend, ohne Reservierung noch einen Platz bekommen. Das hat uns positiv überrascht. Das Personal war sehr freundlich, allerdings nicht immer aufmerksam (keine Frage von sich aus, ob alles okay ist oder wir noch …;3.0;2022-02-27 20:30:02.891916
226;Amazing vegan place, really have everything vegan, but also non vegan if you don't want vegan. Also veru corona proof with screens between tables. Very vwry enthusiastic about this place!;5.0;2022-02-27 20:30:02.891930
227;Delicious burger for a good price and excellent vegan options. There was bit of a cue outside but thats alright.;5.0;2022-02-27 20:30:02.891944
